"관측지점별","항목","단위","2018. 01 월","2018. 02 월","2018. 03 월","2018. 04 월","2018. 05 월","2018. 06 월","2018. 07 월","2018. 08 월","2018. 09 월","2018. 10 월","2018. 11 월","2018. 12 월",
"인제","최대풍속일자","","2018-01-23","2018-02-13","2018-03-15","2018-04-10","2018-05-04","2018-06-27","2018-07-06","2018-08-16","2018-09-05","2018-10-27","2018-11-09","2018-12-23",
"인제","최대순간풍속","m/s","11.3","12.2","12.1","16.3","16.6","12.8","12.8","12.9","14.2","14.1","17.3","9.9",
"인제","최대순간풍속일자","","2018-01-28","2018-02-13","2018-03-28","2018-04-10","2018-05-24","2018-06-23","2018-07-06","2018-08-21","2018-09-05","2018-10-10","2018-11-08","2018-12-23",
"인제","평균상대습도","%","51","46","54","58","70","66","76","74","76","76","72","63",
"인제","최소상대습도","%","14","8","9","11","22","17","27","32","24","22","17","12",
"인제","최소상대습도일자","","2018-01-02","2018-02-17","2018-03-17","2018-04-21","2018-05-07","2018-06-22","2018-07-22","2018-08-18","2018-09-19","2018-10-25","2018-11-28","2018-12-27",
"인제","평균이슬점온도","℃","-15.4","-15.5","-3.6","1.5","9.1","13.5","19","19.5","12.7","4.8","-.2","-10.5",
"인제","평균증기압","hPa","2.2","2.2","5","7.1","12","15.7","22.3","22.9","15","8.9","6.4","3.3",
"인제","합계일조시간","hr","183.6","188.1","181.1","196.9","214.8","223.1","215.7","204.4","183.2","181.5","142.2","173.6",
"인제","평균전운량","할","","","","","","","","6.5","5.6","4.9","4.5","3.6",
"인제","평균현지기압","hPa","998.1","997.7","996.3","992","988.3","985.1","986.9","985.4","991","995.4","999.5","1002.1",
"인제","평균해면기압","hPa","1023.9","1023.2","1020.8","1015.9","1011.8","1008","1009.5","1008","1014.3","1019.6","1024.2","1027.7",
"인제","최고해면기압","hPa","1035.6","1032.7","1034.1","1028.2","1025.8","1017.1","1018.2","1016.9","1027.4","1031","1032.3","1041.8",
"인제","최고해면기압일자","","2018-01-14","2018-02-02","2018-03-07","2018-04-13","2018-05-10","2018-06-02","2018-07-09","2018-08-16","2018-09-11","2018-10-04","2018-11-02","2018-12-31",
"인제","최저해면기압","hPa","1005.1","1002.9","999.3","1000.1","1001.2","995.9","996.1","990","993.3","1000","1003","1013.9",
"인제","최저해면기압일자","","2018-01-08","2018-02-28","2018-03-01","2018-04-10","2018-05-02","2018-06-28","2018-07-04","2018-08-24","2018-09-04","2018-10-06","2018-11-08","2018-12-04",
"인제","평균지면온도","℃","-2","-1.3","6.9","12.2","18.4","26.7","24.7","26.4","19.8","12","6","-1.2",
"홍천","평균기온","℃","-6.1","-3.6","6.8","12","17.1","22.6","26.6","27.2","19.2","10.2","5.2","-3",
"홍천","평균최고기온","℃",".4","3.2","13.7","19.7","24.1","29.7","32.7","33.3","25.9","17.6","12.3","3.6",
"홍천","평균최저기온","℃","-11.2","-9.8",".4","4.9","10.5","16.5","21.9","22.5","14.1","5.1",".5","-8.1",
"홍천","최고기온","℃","8","10.9","23.1","29.5","31.5","33.9","38.5","41","30.9","25.6","20","12.9",
"홍천","최고기온일자","","2018-01-15","2018-02-26","2018-03-29","2018-04-20","2018-05-15","2018-06-24","2018-07-31","2018-08-01","2018-09-01","2018-10-04","2018-11-04","2018-12-04",
"홍천","최저기온","℃","-21.7","-19.5","-8.2","-2.6","3.6","11.3","13.8","15.8","7.6","-1.7","-6.3","-17.3",
"홍천","최저기온일자","","2018-01-26","2018-02-07","2018-03-02","2018-04-08","2018-05-04","2018-06-16","2018-07-08","2018-08-17","2018-09-25","2018-10-30","2018-11-23","2018-12-29",
"홍천","합계강수량","mm","3.7","24.6","42.8","143.8","268.6","101.4","204.5","300.6","77","110","55.5","16.1",
"홍천","평균풍속","m/s","1","1.2","1.4","1.5","1.4","1.5","1.4","1.4","1.1","1","0.8","0.9",
"홍천","최대풍속","m/s","5.7","6.1","6.5","7.1","7.1","4.7","4.9","6","5.4","5.9","6.7","6.1",
"홍천","최대풍속일자","","2018-01-10","2018-02-11","2018-03-01","2018-04-12","2018-05-04","2018-06-21","2018-07-03","2018-08-15","2018-09-05","2018-10-01","2018-11-08","2018-12-23",
"홍천","최대순간풍속","m/s","11.9","12.1","12.6","13.7","13.2","8.7","9.5","12.4","10.2","12.2","15.1","10.6",
"홍천","최대순간풍속일자","","2018-01-10","2018-02-11","2018-03-20","2018-04-10","2018-05-04","2018-06-21","2018-07-29","2018-08-28","2018-09-05","2018-10-06","2018-11-08","2018-12-06",
"홍천","평균상대습도","%","61","53","62","61","69","64","74","72","75","77","76","63",
"홍천","최소상대습도","%","20","11","17","10","16","18","24","31","25","19","17","13",
"홍천","최소상대습도일자","","2018-01-19","2018-02-15","2018-03-03","2018-04-21","2018-05-26","2018-06-22","2018-07-22","2018-08-01","2018-09-24","2018-10-25","2018-11-28","2018-12-27",
"홍천","평균이슬점온도","℃","-13.1","-13.2","-.9","2.9","10.3","14.5","20.9","21.1","14","5.5",".3","-10",
"홍천","평균증기압","hPa","2.6","2.5","6.1","8","13","16.8","25.1","25.3","16.3","9.4","6.6","3.3",
"홍천","합계일조시간","hr","193.4","199.2","208.1","216.7","242.7","255.7","252.5","234.4","200.3","192.7","141","176.7",
"홍천","평균전운량","할","","","","","","","","6.2","5.2","4.9","4.7","3.9",
"홍천","평균현지기압","hPa","1006.4","1005.7","1003.5","999","995.2","991.7","993.2","991.7","997.6","1002.5","1006.8","1009.9",
"홍천","평균해면기압","hPa","1024.5","1023.6","1020.6","1015.8","1011.5","1007.7","1008.9","1007.4","1013.8","1019.4","1024.1","1027.9",
"홍천","최고해면기압","hPa","1035.2","1032.9","1033.4","1026.9","1025.6","1016.8","1017.1","1016","1024.9","1029.5","1031.7","1041.4",
"홍천","최고해면기압일자","","2018-01-14","2018-02-02","2018-03-07","2018-04-13","2018-05-10","2018-06-02","2018-07-09","2018-08-17","2018-09-11","2018-10-13","2018-11-02","2018-12-31",
"홍천","최저해면기압","hPa","1006.6","1002.1","1001.3","1002.4","1000","996.4","995.6","989.8","994.1","998.4","1004.4","1014.3",
"홍천","최저해면기압일자","","2018-01-08","2018-02-28","2018-03-01","2018-04-10","2018-05-02","2018-06-28","2018-07-04","2018-08-24","2018-09-04","2018-10-06","2018-11-08","2018-12-04",
"홍천","평균지면온도","℃","-3.4","-2.6","7.1","14","20.1","28.3","31.2","31.3","21.8","12.2","5.7","-1.9",
"태백","평균기온","℃","-6.1","-4.4","4.3","10.1","14.6","19.2","23.5","23.2","15.9","9","4.7","-2.6",
"태백","평균최고기온","℃","-1",".9","9.6","16","20.7","25.4","28.6","28.2","20.5","15.3","10.6","2.9",
"태백","평균최저기온","℃","-10.7","-9.7","-1.4","4","8.6","13.7","19.2","19.3","11.9","3.7","-.6","-7.9",
"태백","최고기온","℃","6.4","8","20.5","28.4","31","31.6","35.7","35.5","25.7","21.8","19.4","13.3",
"태백","최고기온일자","","2018-01-15","2018-02-27","2018-03-31","2018-04-21","2018-05-15","2018-06-24","2018-07-21","2018-08-03","2018-09-04","2018-10-07","2018-11-04","2018-12-03",
"태백","최저기온","℃","-20.1","-18.9","-12.7","-2.9","1.9","9.1","11.7","14.7","4.7","-2.4","-7.2","-16.3",
"태백","최저기온일자","","2018-01-27","2018-02-07","2018-03-02","2018-04-07","2018-05-21","2018-06-17","2018-07-08","2018-08-19","2018-09-25","2018-10-30","2018-11-23","2018-12-31",
"태백","합계강수량","mm","7.7","30.2","100.6","128.9","138.1","58.1","251.8","270","180.8","239.1","60.8","23.2",
"태백","평균풍속","m/s","1.6","1.7","1.9","1.9","1.9","1.5","1.5","1.5","1.3","1.5","1.1","1.3",
"태백","최대풍속","m/s","6.4","7","7.7","10.4","7.3","10.4","6.2","8.2","6","9.1","8.7","6.7",
"태백","최대풍속일자","","2018-01-18","2018-02-14","2018-03-15","2018-04-10","2018-05-16","2018-06-26","2018-07-29","2018-08-21","2018-09-23","2018-10-06","2018-11-08","2018-12-13",
"태백","최대순간풍속","m/s","16.5","18.2","18.5","20.2","16","22.5","14.9","17.3","13.5","17.9","17.7","15.1",
"태백","최대순간풍속일자","","2018-01-10","2018-02-23","2018-03-01","2018-04-10","2018-05-04","2018-06-26","2018-07-01","2018-08-21","2018-09-07","2018-10-06","2018-11-08","2018-12-19",
"태백","평균상대습도","%","51","48","65","57","70","70","81","84","83","72","66","55",
"태백","최소상대습도","%","8","8","12","7","16","19","32","38","29","20","12","5",
"태백","최소상대습도일자","","2018-01-27","2018-02-15","2018-03-02","2018-04-19","2018-05-25","2018-06-03","2018-07-20","2018-08-03","2018-09-23","2018-10-25","2018-11-28","2018-12-31",
"태백","평균이슬점온도","℃","-15.5","-14.8","-2.8","0","8.1","12.5","19.5","19.8","12.5","3.5","-2.2","-11.6",
"태백","평균증기압","hPa","2.2","2.3","5.3","6.5","11.3","14.8","22.9","23.4","14.9","8.3","5.8","3.2",
"태백","합계일조시간","hr","167.4","183.9","182.7","212.3","198","179.8","189.8","142.8","118","181","141.4","167.5",
"태백","평균전운량","할","","","","","","","","6.9","6.9","4.3","4.1","4",
"태백","평균현지기압","hPa","933.6","934","934.9","932.1","929.9","928","930.4","929.4","933","935.1","938.2","938.2",
"태백","평균해면기압","hPa","1021.9","1021.6","1019.7","1014.6","1010.6","1007.1","1008.5","1007.4","1013.5","1018.2","1023","1025.7",
"태백","최고해면기압","hPa","1036.3","1032","1033.7","1027.8","1025.3","1016.8","1018.5","1016.2","1024.6","1030.1","1031.9","1041.8",
"태백","최고해면기압일자","","2018-01-14","2018-02-02","2018-03-07","2018-04-13","2018-05-09","2018-06-02","2018-07-09","2018-08-17","2018-09-11","2018-10-13","2018-11-02","2018-12-31",
"태백","최저해면기압","hPa","1003.6","998.6","998.6","1002.3","997.6","995.5","993.4","987.1","990.9","994.2","1002.3","1010.9",
"태백","최저해면기압일자","","2018-01-09","2018-02-28","2018-03-01","2018-04-11","2018-05-02","2018-06-28","2018-07-04","2018-08-24","2018-09-04","2018-10-06","2018-11-08","2018-12-04",
"태백","평균지면온도","℃","-5.4","-4.1","2.5","10.9","17.2","23.8","27.3","26.4","18","10.1","3.9","-2.6",
"정선","평균기온","℃","-5.2","-3.3","5.9","11.4","16.1","20.9","24.9","25.3","17.9","10.1","5.1","-2.3",
"정선","평균최고기온","℃",".4","3.1","12.8","18.7","23.2","28.6","31.2","31.5","23.8","17.1","12.2","3.8",
"정선","평균최저기온","℃","-9.9","-9.1","-.4","4.6","10.2","15.3","20.6","21.1","13.8","5.6",".4","-7.2",
"정선","최고기온","℃","9.3","11.1","22.7","30","31.4","33.8","37.7","39.6","28.4","23.7","19.2","12.6",
"정선","최고기온일자","","2018-01-15","2018-02-26","2018-03-29","2018-04-20","2018-05-26","2018-06-22","2018-07-27","2018-08-03","2018-09-02","2018-10-04","2018-11-04","2018-12-04",
"정선","최저기온","℃","-20.1","-18.7","-7.9","-1.6","4.1","10.3","14","15.8","8.3","-.9","-5.2","-15",
"정선","최저기온일자","","2018-01-27","2018-02-07","2018-03-02","2018-04-08","2018-05-04","2018-06-01","2018-07-08","2018-08-18","2018-09-25","2018-10-30","2018-11-23","2018-12-31",
"정선","합계강수량","mm","8","26.5","67.5","141","165.6","98.2","269.2","261.8","163.6","123.6","66","29.9",
"정선","평균풍속","m/s","2.2","2.4","2.2","2.1","1.8","1.6","1.3","1.4","1.3","1.7","1.2","1.7",
"정선","최대풍속","m/s","12.9","13.4","14.9","13.6","13","9","6.4","7.7","10.8","13.6","12.6","11.2",
"정선","최대풍속일자","","2018-01-09","2018-02-11","2018-03-01","2018-04-12","2018-05-04","2018-06-26","2018-07-17","2018-08-24","2018-09-05","2018-10-27","2018-11-09","2018-12-07",
"정선","최대순간풍속","m/s","24.4","24.4","24.7","23.2","23","16.2","11.9","13.3","18.1","22.4","23.2","19.2",
"정선","최대순간풍속일자","","2018-01-10","2018-02-11","2018-03-01","2018-04-12","2018-05-04","2018-06-26","2018-07-29","2018-08-05","2018-09-05","2018-10-27","2018-11-08","2018-12-07",
"정선","평균상대습도","%","51","43","56","56","69","64","79","78","82","78","73","59",
"정선","최소상대습도","%","14","8","5","7","18","16","35","20","30","25","2","10",
"정선","최소상대습도일자","","2018-01-01","2018-02-17","2018-03-03","2018-04-21","2018-05-26","2018-06-03","2018-07-31","2018-08-02","2018-09-18","2018-10-21","2018-11-15","2018-12-27",
"정선","평균이슬점온도","℃","-15.2","-15.6","-3.2",".9","9.2","13.3","20.4","20.4","14.2","5.5","-.9","-10.3",
"정선","평균증기압","hPa","2.2","2.1","5.2","6.9","12.3","15.6","24.4","24.3","16.6","9.5","6","3.4",
"정선","합계일조시간","hr","159.7","169.6","178.8","207.9","179.2","192.3","178.2","132.6","102.9","118.2","120.9","149.3",
"정선","평균전운량","할","","","","","","","","6.8","6.6","5.3","4.4","3.8",
"정선","평균현지기압","hPa","984.6","984.3","983.4","979.4","976.1","973.2","975","973.7","978.9","982.7","986.7","988.6",
"정선","평균해면기압","hPa","1023.7","1023.2","1020.8","1015.8","1011.8","1008.1","1009.4","1008.1","1014.3","1019.4","1024.4","1027.4",
"정선","최고해면기압","hPa","1036.3","1033","1034","1028","1025.9","1017.8","1018.7","1016.6","1025.7","1030.3","1032.7","1042.4",
"정선","최고해면기압일자","","2018-01-14","2018-02-02","2018-03-07","2018-04-13","2018-05-10","2018-06-02","2018-07-09","2018-08-17","2018-09-11","2018-10-20","2018-11-02","2018-12-31",
"정선","최저해면기압","hPa","1005.6","999.8","1000.2","1002.8","999.4","996.9","994.3","988.5","992.5","996","1004.9","1012.7",
"정선","최저해면기압일자","","2018-01-08","2018-02-28","2018-03-01","2018-04-11","2018-05-02","2018-06-28","2018-07-04","2018-08-24","2018-09-04","2018-10-06","2018-11-08","2018-12-04",
"정선","평균지면온도","℃","-2.2","-.8","7","13","18.7","26.7","31.1","30.5","21.1","13.1","6.4","-.5",
"제천","평균기온","℃","-6","-4","5.7","11.4","16.4","21.4","25.8","25.9","18","9.7","4.4","-3.1",
"제천","평균최고기온","℃","-.2","3.2","12.9","19.1","23","28.2","31.8","32","24.7","18","12.3","3.7",
"제천","평균최저기온","℃","-11.1","-11.4","-1.2","3.7","10","15.7","21.1","21.3","12.6","3.4","-1.5","-9",
"제천","최고기온","℃","8.1","10.7","21.7","29.7","30.4","32.8","37.5","39.4","28.3","24.5","19.1","13.4",
"제천","최고기온일자","","2018-01-15","2018-02-26","2018-03-31","2018-04-20","2018-05-26","2018-06-25","2018-07-31","2018-08-01","2018-09-04","2018-10-04","2018-11-05","2018-12-04",
"제천","최저기온","℃","-21.3","-19.9","-8.9","-1.8","2.9","11.2","13.3","15.2","4.9","-2.8","-7.7","-17.2",
"제천","최저기온일자","","2018-01-27","2018-02-07","2018-03-02","2018-04-08","2018-05-04","2018-06-16","2018-07-08","2018-08-18","2018-09-25","2018-10-30","2018-11-23","2018-12-31",
"제천","합계강수량","mm","6.9","23.8","61.7","112.9","172.5","138.5","161.5","350.3","185.5","105.4","60.3","30",
"제천","평균풍속","m/s","1.6","1.9","2","2.3","1.8","1.7","1.6","1.5","1.4","1.4","1","1.4",
"제천","최대풍속","m/s","8.5","7.5","9.2","8.6","8.5","6","6.7","6.4","6.1","8","6.7","6.8",
"제천","최대풍속일자","","2018-01-24","2018-02-11","2018-03-05","2018-04-06","2018-05-03","2018-06-24","2018-07-06","2018-08-16","2018-09-30","2018-10-06","2018-11-09","2018-12-08",
"제천","최대순간풍속","m/s","16.4","13.4","16.9","15.5","17.4","10.7","11.7","11","11.2","15","13.9","12.5",
"제천","최대순간풍속일자","","2018-01-24","2018-02-11","2018-03-05","2018-04-06","2018-05-04","2018-06-21","2018-07-06","2018-08-16","2018-09-05","2018-10-06","2018-11-09","2018-12-08",
"제천","평균상대습도","%","61","52","64","58","68","65","72","72","76","75","75","64",
"제천","최소상대습도","%","17","10","9","7","14","18","31","25","26","16","15","11",
"제천","최소상대습도일자","","2018-01-01","2018-02-17","2018-03-03","2018-04-21","2018-05-11","2018-06-22","2018-07-31","2018-08-02","2018-09-09","2018-10-21","2018-11-23","2018-12-27",
"제천","평균이슬점온도","℃","-13","-13.8","-1.6","1.7","9.3","13.6","19.9","19.8","13.1","4.7","-.3","-10",
"제천","평균증기압","hPa","2.7","2.4","5.8","7.3","12.3","15.9","23.5","23.4","15.4","8.9","6.3","3.5",
"제천","합계일조시간","hr","190.4","197.7","205","218.1","204.6","216.7","240.9","174.3","152.8","188.7","160.3","188",
"제천","평균전운량","할","","","","","","","","6.4","5.9","4.9","4.1","4",
"제천","평균현지기압","hPa","990.6","990.2","988.5","984.5","981","977.9","979.4","978.2","983.9","987.7","991.8","994.3",
"제천","평균해면기압","hPa","1023.9","1023.2","1020.2","1015.3","1011.2","1007.4","1008.5","1007.2","1014","1018.9","1023.8","1027.3",
"제천","최고해면기압","hPa","1035","1031.8","1033","1026.1","1025.4","1016.6","1017.1","1014.9","1024.1","1029.1","1031.2","1040.6",
"제천","최고해면기압일자","","2018-01-13","2018-02-02","2018-03-07","2018-04-13","2018-05-10","2018-06-02","2018-07-09","2018-08-17","2018-09-11","2018-10-20","2018-11-02","2018-12-31",
"제천","최저해면기압","hPa","1007.2","998.5","999.2","1003.4","998.8","997.3","993.9","987.7","993.6","996.5","1005.8","1012.6",
"제천","최저해면기압일자","","2018-01-08","2018-02-28","2018-03-01","2018-04-14","2018-05-02","2018-06-28","2018-07-04","2018-08-24","2018-09-04","2018-10-06","2018-11-08","2018-12-04",
"제천","평균지면온도","℃","-2.3","-2","6.2","13.2","19.9","28.3","31.9","30.7","20.6","13","5.8","-1",
"보은","평균기온","℃","-4.3","-2.4","7.1","12.5","17.6","21.9","26.3","26.9","19.2","10.7","5.7","-1.5",
"보은","평균최고기온","℃","1.5","4.9","14.7","20","24.1","28.6","32.2","32.9","25.1","18.6","14.2","5.1",
"보은","평균최저기온","℃","-9.4","-9.4",".2","4.9","11.1","16.3","21.8","22","13.8","4.5","-.5","-7.1",
"보은","최고기온","℃","9.4","13.7","24.1","30.3","31.1","33.5","37.3","38.2","29.2","25.5","20.8","14.9",
"보은","최고기온일자","","2018-01-15","2018-02-27","2018-03-14","2018-04-20","2018-05-26","2018-06-24","2018-07-24","2018-08-15","2018-09-01","2018-10-04","2018-11-06","2018-12-02",
"보은","최저기온","℃","-19.7","-18","-7.8","-2.2","3.8","11.8","15","15","6.3","-2.1","-6.2","-15.7",
"보은","최저기온일자","","2018-01-11","2018-02-07","2018-03-02","2018-04-08","2018-05-04","2018-06-03","2018-07-08","2018-08-18","2018-09-25","2018-10-30","2018-11-23","2018-12-31",
"보은","합계강수량","mm","25","28.5","93.5","139.2","103.9","75.3","224.9","386","134.7","108.3","52.2","38",
